from,to,kat1a_rsd,kat1_rsd,kat2_rsd,kat3_rsd,kat4_rsd,kat1a_eur,kat1_eur,kat2_eur,kat3_eur,kat4_eur
"Takovo","Brestovac",920,1840,2760,5530,11050,9,17,24.5,48,95
"Takovo","Leskovac centar",940,1880,2820,5650,11290,9,17,25,49,97
"Takovo","Leskovac jug",980,1970,2950,5910,11820,9.5,18,26,51,101.5
"Takovo","Grdelica",1020,2030,3050,6090,12190,9.5,18.5,27,52.5,104.5
"Takovo","Predejane",1060,2120,3180,6360,12720,10,19,28,55,109.5
"Takovo","Vladičin Han",1130,2260,3390,6780,13560,10.5,20.5,29.5,58.5,116.5
"Takovo","Vranje",1130,2260,3390,6780,13560,10.5,20.5,29.5,58.5,116.5
"Takovo","Bujanovac sever",1190,2390,3580,7160,14330,11,21.5,31.5,62,123
"Takovo","Bujanovac jug",1230,2460,3690,7390,14780,11.5,22,32,64,127
"Takovo","Preševo",1300,2600,3890,7790,15580,12,23.5,34,67,133.5
"Takovo","Dimitrovgrad",1170,2340,3520,7030,14070,10.5,20.5,30.5,60.5,121
"Takovo","Šid",530,1060,1590,3180,6360,5,9.5,14,27.5,55
"Takovo","Adaševci",270,540,810,1620,3240,2.5,5,7,14,28
"Takovo","Kuzmin",470,940,1400,2810,5610,4.5,8.5,12.5,24.5,48.5
"Takovo","Sremska Mitrovica",410,820,1230,2450,4910,4,7.5,11,21.5,42.5
"Takovo","Ruma",380,750,1130,2260,4510,3.5,7,10,19.5,39
"Takovo","Pećinci",340,680,1020,2040,4080,3.5,6.5,9,18,35.5
"Takovo","Preljina jug",60,120,180,360,710,1,1.5,2,3.5,6.5
"Takovo","Obrenovac",270,540,810,1620,3240,2.5,5,7,14,28
"Takovo","Ub",200,390,590,1180,2360,2,3.5,5.5,10.5,20.5
"Takovo","Lajkovac",160,320,470,950,1890,1.5,3,4.5,8.5,16.5
"Takovo","Ljig",90,180,270,540,1080,1,2,2.5,5,9.5
"Takovo","Merošina",880,1750,2630,5250,10510,8,15.5,23,45.5,90.5
"Takovo","Niš sever",860,1710,2570,5140,10280,8,15,22.5,44.5,88.5
"Takovo","Niš istok",880,1750,2630,5250,10500,8,15.5,23,45.5,90.5
"Takovo","Niš Malča",900,1790,2690,5370,10750,8,16,23.5,46.5,92.5
"Takovo","Bela Palanka",990,1970,2960,5920,11840,9,17.5,25.5,51,101.5
"Takovo","Pirot zapad",1060,2110,3170,6340,12680,9.5,18.5,27.5,54.5,109
"Takovo","Pirot istok",1090,2180,3270,6550,13100,10,19.5,28.5,56.5,112.5
"Takovo","Čačak (Pakovraće)",90,180,270,540,1070,1,2,2.5,5,9.5
"Takovo","Hrtkovci",410,820,1230,2450,4910,4,7.5,11,21.5,42.5
"Takovo","Šabac",450,890,1340,2680,5360,4.5,8,12,23.5,46.5
"Takovo","Kruševac istok",750,1500,2250,4500,9000,7,13.5,19.5,39,77.5
"Takovo","Kruševac zapad",750,1510,2260,4530,9060,7,13.5,19.5,39,78
"Takovo","Koševi",770,1540,2320,4630,9260,7,6,20,40,79.5
"Takovo","Velika Drenova",790,1590,2380,4760,9510,7,14,20.5,41,82
"Takovo","Trstenik",830,1660,2490,4990,9980,7.5,15,21.5,43,86
"Takovo","Vrnjačka Banja",860,1730,2590,5180,10370,8,15.5,22.5,44.5,89
"Takovo","Lučani",160,320,480,960,1920,1.5,3,4.5,8.5,16.5
"Takovo","Prilipac",210,410,620,1240,2480,2,4,5.5,11,21.5
"Takovo","Vrba",900,1800,2710,5410,10820,8,16,23.5,46.5,93
"Takovo","Adrani",140,270,410,810,1630,1.5,2.5,4,7,14
"Preljina jug","Subotica",750,1510,2260,4520,9040,7,13.5,19.5,39,77.5
"Preljina jug","Žednik",700,1390,2090,4180,8360,6.5,12.5,18,36,72
"Preljina jug","Bačka Topola",660,1330,1990,3980,7950,6,12,17.5,34.5,68.5
"Preljina jug","Feketić",610,1210,1820,3640,7280,5.5,11,16,31.5,62.5
"Preljina jug","Vrbas",580,1160,1740,3480,6950,5.5,10.5,15,30,60
"Preljina jug","Zmajevo",540,1090,1630,3270,6530,5,10,14,28.5,56.5
"Preljina jug","Novi Sad",500,1000,1500,3000,5990,4.5,9,13,26,51.5
"Preljina jug","Kovilj",450,890,1340,2680,5360,4.5,8,11.5,23,46.5
"Preljina jug","Beška",400,810,1210,2420,4830,4,7.5,10.5,21,42
"Preljina jug","Maradik",390,780,1170,2350,4680,4,7.5,10.5,20.5,40.5
"Preljina jug","Inđija",380,760,1130,2270,4530,3.5,7,10,19.5,39
"Preljina jug","Beograd",330,660,990,1980,3950,3,6,8.5,17,34
"Preljina jug","Mali Požarevac",380,760,1140,2280,4560,3.5,7,10,20,39.5
"Preljina jug","Umčari",400,800,1190,2390,4770,4,7.5,10.5,21,41.5
"Preljina jug","Vodanj",410,830,1240,2490,4960,4,7.5,11,21.5,43
"Preljina jug","Kolari",430,860,1290,2590,5170,4,8,11.5,22.5,44.5
"Preljina jug","Smederevo",450,890,1340,2680,5350,4.5,8,11.5,23,46
"Preljina jug","Požarevac",450,900,1350,2710,5400,4.5,8.5,12,23.5,46.5
"Preljina jug","Velika Plana",530,1060,1590,3180,6350,5,9.5,14,27.5,55
"Preljina jug","Markovac",560,1120,1680,3370,6730,5,10,14.5,29,58
"Preljina jug","Lapovo",580,1160,1740,3470,6940,5.5,10.5,15,30,60
"Preljina jug","Batočina",590,1180,1770,3540,7060,5.5,10.5,15.5,30.5,61
"Preljina jug","Jagodina",650,1300,1950,3890,7780,6,11.5,17,33.5,67
"Preljina jug","Ćuprija",680,1370,2050,4110,8210,6,12.5,18,35.5,70.5
"Preljina jug","Paraćin",710,1430,2140,4280,8560,6.5,13,18.5,37,73.5
"Preljina jug","Ćićevac",760,1520,2280,4550,9090,7,13.5,20,39,78
"Preljina jug","Ražanj",780,1560,2350,4690,9370,7,14,20.5,40.5,80.5
"Preljina jug","Aleksinački Rudnici",840,1680,2520,5040,10060,7.5,15,22,43.5,86.5
"Preljina jug","Aleksinac",850,1710,2560,5120,10220,7.5,15,22,44,88
"Preljina jug","Niš jug",920,1840,2760,5520,11030,8.5,16.5,24,47.5,94.5
"Preljina jug","Doljevac",960,1930,2890,5790,11570,9,17.5,25.5,50,99.5
"Preljina jug","Brestovac",980,1960,2940,5890,11760,9.5,18,26,51,101
"Preljina jug","Leskovac centar",1040,2090,3130,6270,12530,10,19,27.5,54,107.5
"Preljina jug","Leskovac jug",1040,2090,3130,6270,12530,10,19,27.5,54,107.5
"Preljina jug","Grdelica",1080,2150,3230,6450,12900,10,19.5,28.5,55.5,110.5
"Preljina jug","Predejane",1120,2240,3360,6720,13430,10.5,20,29.5,58,115.5
"Preljina jug","Vladičin Han",1190,2380,3570,7140,14270,11,21.5,31,61.5,122.5
"Preljina jug","Vranje",1250,2510,3760,7520,15040,11.5,22.5,33,65,129
"Preljina jug","Bujanovac sever",1290,2580,3870,7750,15490,12,23,33.5,67,133
"Preljina jug","Bujanovac jug",1300,2600,3910,7810,15610,12,23,34,67.5,134
"Preljina jug","Preševo",1360,2720,4070,8150,16290,12.5,24.5,35.5,70,139.5
"Preljina jug","Dimitrovgrad",1230,2460,3700,7390,14780,11,21.5,32,63.5,127
"Preljina jug","Šid",590,1180,1770,3540,7070,5.5,10.5,15.5,30.5,61
"Preljina jug","Adaševci",330,660,990,1980,3950,3,6,8.5,17,34
"Preljina jug","Kuzmin",530,1060,1580,3170,6320,5,9.5,14,27.5,54.5
"Preljina jug","Sremska Mitrovica",470,940,1410,2810,5620,4.5,8.5,12.5,24.5,48.5
"Preljina jug","Ruma",440,870,1310,2620,5220,4,8,11.5,22.5,45
"Preljina jug","Pećinci",400,800,1200,2400,4790,4,7.5,10.5,21,41.5
"Preljina jug","Takovo",60,120,180,360,710,1,1.5,2,3.5,6.5
"Preljina jug","Obrenovac",330,660,990,1980,3950,3,6,8.5,17,34
"Preljina jug","Ub",260,510,770,1540,3070,2.5,4.5,6.5,13,26
"Preljina jug","Lajkovac",220,430,650,1300,2600,2,4,6,11.5,22.5
"Preljina jug","Ljig",150,300,450,900,1790,1.5,3,4,8,15.5
"Preljina jug","Merošina",940,1870,2810,5610,11220,8.5,16.5,24.5,48.5,96.5
"Preljina jug","Niš sever",920,1830,2750,5500,10990,8.5,16,24,47.5,94.5
"Preljina jug","Niš istok",940,1870,2810,5610,11210,8.5,16.5,24.5,48.5,96.5
"Preljina jug","Niš Malča",960,1910,2870,5730,11460,8.5,17,25,49.5,98.5
"Preljina jug","Bela Palanka",1050,2090,3140,6280,12550,9.5,18.5,27,54,107.5
"Preljina jug","Pirot zapad",1120,2230,3350,6700,13390,10,19.5,29,57.5,115
"Preljina jug","Pirot istok",1150,2300,3450,6910,13810,10.5,20.5,30,59.5,118.5
"Preljina jug","Čačak (Pakovraće)",40,90,130,270,540,0.5,1,1.5,2.5,5
"Preljina jug","Hrtkovci",470,940,1410,2810,5620,4.5,8.5,12.5,24.5,48.5
"Preljina jug","Šabac",510,1010,1520,3040,6070,5,9,13.5,26.5,52.5
"Preljina jug","Kruševac istok",810,1620,2430,4860,9710,7.5,14.5,21,42,83.5
"Preljina jug","Kruševac zapad",810,1630,2440,4890,9770,7.5,14.5,21,42,84
"Preljina jug","Koševi",830,1660,2500,4990,9970,7.5,7,21.5,43,85.5
"Preljina jug","Velika Drenova",850,1710,2560,5120,10220,7.5,15,22,44,88
"Preljina jug","Trstenik",890,1780,2670,5350,10690,8,16,23,46,92
"Preljina jug","Vrnjačka Banja",920,1850,2770,5540,11080,8.5,16.5,24,47.5,95
"Preljina jug","Lučani",110,230,340,690,1380,1,2,3,6,12
"Preljina jug","Prilipac",160,320,490,970,1940,1.5,3,4.5,8.5,17
"Preljina jug","Vrba",960,1920,2890,5770,11530,8.5,17,25,49.5,99
"Preljina jug","Adrani",80,150,230,460,910,1,1.5,2,4,8
"Obrenovac","Subotica",420,850,1270,2540,5090,4,7.5,11,22,43.5
"Obrenovac","Žednik",370,730,1100,2200,4410,3.5,6.5,9.5,19,38
"Obrenovac","Bačka Topola",330,670,1000,2000,4000,3,6,9,17.5,34.5
"Obrenovac","Feketić",280,550,830,1660,3330,2.5,5,7.5,14.5,28.5
"Obrenovac","Vrbas",250,500,750,1500,3000,2.5,4.5,6.5,13,26
"Obrenovac","Zmajevo",210,430,640,1290,2580,2,4,5.5,11.5,22.5
"Obrenovac","Novi Sad",170,340,510,1020,2040,1.5,3,4.5,9,17.5
"Obrenovac","Kovilj",120,230,350,700,1410,1.5,2,3,6,12.5
"Obrenovac","Beška",70,150,220,440,880,1,1.5,2,4,8
"Obrenovac","Maradik",60,120,180,370,730,1,1.5,2,3.5,6.5
"Obrenovac","Inđija",50,100,140,290,580,0.5,1,1.5,2.5,5
"Obrenovac","Mali Požarevac",50,100,150,300,610,0.5,1,1.5,3,5.5
"Obrenovac","Umčari",70,140,200,410,820,1,1.5,2,4,7.5
"Obrenovac","Vodanj",80,170,250,510,1010,1,1.5,2.5,4.5,9
"Obrenovac","Kolari",100,200,300,610,1220,1,2,3,5.5,10.5
"Obrenovac","Smederevo",120,230,350,700,1400,1.5,2,3,6,12
"Obrenovac","Požarevac",120,240,360,730,1450,1.5,2.5,3.5,6.5,12.5
"Obrenovac","Velika Plana",200,400,600,1200,2400,2,3.5,5.5,10.5,21
"Obrenovac","Markovac",230,460,690,1390,2780,2,4,6,12,24
"Obrenovac","Lapovo",250,500,750,1490,2990,2.5,4.5,6.5,13,26
"Obrenovac","Batočina",260,520,780,1560,3110,2.5,4.5,7,13.5,27
"Obrenovac","Jagodina",320,640,960,1910,3830,3,5.5,8.5,16.5,33
"Obrenovac","Ćuprija",350,710,1060,2130,4260,3,6.5,9.5,18.5,36.5
"Obrenovac","Paraćin",380,770,1150,2300,4610,3.5,7,10,20,39.5
"Obrenovac","Ćićevac",430,860,1290,2570,5140,4,7.5,11.5,22,44
"Obrenovac","Ražanj",450,900,1360,2710,5420,4,8,12,23.5,46.5
"Obrenovac","Aleksinački Rudnici",510,1020,1530,3060,6110,4.5,9,13.5,26.5,52.5
"Obrenovac","Aleksinac",520,1050,1570,3140,6270,4.5,9,13.5,27,54
"Obrenovac","Niš jug",590,1180,1770,3540,7080,5.5,10.5,15.5,30.5,60.5
"Obrenovac","Doljevac",630,1270,1900,3810,7620,6,11.5,17,33,65.5
"Obrenovac","Brestovac",650,1300,1950,3910,7810,6.5,12,17.5,34,67
"Obrenovac","Leskovac centar",670,1340,2010,4030,8050,6.5,12,18,35,69
"Obrenovac","Leskovac jug",710,1430,2140,4290,8580,7,13,19,37,73.5
"Obrenovac","Grdelica",750,1490,2240,4470,8950,7,13.5,20,38.5,76.5
"Obrenovac","Predejane",790,1580,2370,4740,9480,7.5,14,21,41,81.5
"Obrenovac","Vladičin Han",860,1720,2580,5160,10320,8,15.5,22.5,44.5,88.5
"Obrenovac","Vranje",920,1850,2770,5540,11090,8.5,16.5,24.5,48,95
"Obrenovac","Bujanovac sever",960,1920,2880,5770,11540,9,17,25,50,99
"Obrenovac","Bujanovac jug",970,1940,2920,5830,11660,9,17,25.5,50.5,100
"Obrenovac","Preševo",1030,2060,3080,6170,12340,9.5,18.5,27,53,105.5
"Obrenovac","Dimitrovgrad",900,1800,2710,5410,10830,8,15.5,23.5,46.5,93
"Obrenovac","Šid",260,520,780,1560,3120,2.5,4.5,7,13.5,27
"Obrenovac","Adaševci",240,470,710,1410,2820,2.5,4.5,6.5,12.5,24.5
"Obrenovac","Kuzmin",200,400,590,1190,2370,2,3.5,5.5,10.5,20.5
"Obrenovac","Sremska Mitrovica",140,280,420,830,1670,1.5,2.5,4,7.5,14.5
"Obrenovac","Ruma",110,210,320,640,1270,1,2,3,5.5,11
"Obrenovac","Pećinci",70,140,210,420,840,1,1.5,2,4,7.5
"Obrenovac","Takovo",270,540,810,1620,3240,2.5,5,7,14,28
"Obrenovac","Preljina jug",330,660,990,1980,3950,3,6,8.5,17,34
"Obrenovac","Ub",70,150,220,440,880,1,1.5,2,4,8
"Obrenovac","Lajkovac",110,220,340,670,1350,1,2,3,6,12
"Obrenovac","Ljig",180,360,540,1080,2160,2,3.5,5,9.5,18.5
"Obrenovac","Merošina",610,1210,1820,3630,7270,5.5,10.5,16,31.5,62.5
"Obrenovac","Niš sever",590,1170,1760,3520,7040,5.5,10,15.5,30.5,60.5
"Obrenovac","Niš istok",610,1210,1820,3630,7260,5.5,10.5,16,31.5,62.5
"Obrenovac","Niš Malča",630,1250,1880,3750,7510,5.5,11,16.5,32.5,64.5
"Obrenovac","Bela Palanka",720,1430,2150,4300,8600,6.5,12.5,18.5,37,73.5
"Obrenovac","Pirot zapad",790,1570,2360,4720,9440,7,13.5,20.5,40.5,81
"Obrenovac","Pirot istok",820,1640,2460,4930,9860,7.5,14.5,21.5,42.5,84.5
"Obrenovac","Čačak (Pakovraće)",360,720,1080,2160,4310,3.5,6.5,9.5,18.5,37
"Obrenovac","Hrtkovci",140,280,420,830,1670,1.5,2.5,4,7.5,14.5
"Obrenovac","Šabac",180,350,530,1060,2120,2,3,5,9.5,18.5
"Obrenovac","Kruševac istok",480,960,1440,2880,5760,4.5,8.5,12.5,25,49.5
"Obrenovac","Kruševac zapad",480,970,1450,2910,5820,4.5,8.5,12.5,25,50
"Obrenovac","Koševi",500,1000,1510,3010,6020,4.5,1,13,26,51.5
"Obrenovac","Velika Drenova",520,1050,1570,3140,6270,4.5,9,13.5,27,54
"Obrenovac","Trstenik",560,1120,1680,3370,6740,5,10,14.5,29,58
"Obrenovac","Vrnjačka Banja",590,1190,1780,3560,7130,5.5,10.5,15.5,30.5,61
"Obrenovac","Lučani",430,860,1290,2580,5160,4,7.5,11.5,22.5,44.5
"Obrenovac","Prilipac",480,950,1430,2860,5720,4.5,8.5,12.5,24.5,49
"Obrenovac","Vrba",630,1260,1900,3790,7580,5.5,11,16.5,32.5,65
"Obrenovac","Adrani",410,810,1220,2430,4870,4,7,10.5,21,42
"Ub","Subotica",490,1000,1490,2980,5970,5,9,13,26,51.5
"Ub","Žednik",440,880,1320,2640,5290,4.5,8,11.5,23,46
"Ub","Bačka Topola",400,820,1220,2440,4880,4,7.5,11,21.5,42.5
"Ub","Feketić",350,700,1050,2100,4210,3.5,6.5,9.5,18.5,36.5
"Ub","Vrbas",320,650,970,1940,3880,3.5,6,8.5,17,34
"Ub","Zmajevo",280,580,860,1730,3460,3,5.5,7.5,15.5,30.5
"Ub","Novi Sad",240,490,730,1460,2920,2.5,4.5,6.5,13,25.5
"Ub","Kovilj",190,380,570,1140,2290,2.5,3.5,5,10,20.5
"Ub","Beška",140,300,440,880,1760,2,3,4,8,16
"Ub","Maradik",130,270,400,810,1610,2,3,4,7.5,14.5
"Ub","Inđija",120,250,360,730,1460,1.5,2.5,3.5,6.5,13
"Ub","Beograd",70,150,220,440,880,1,1.5,2,4,8
"Ub","Mali Požarevac",120,250,370,740,1490,1.5,2.5,3.5,7,13.5
"Ub","Umčari",140,290,420,850,1700,2,3,4,8,15.5
"Ub","Vodanj",150,320,470,950,1890,2,3,4.5,8.5,17
"Ub","Kolari",170,350,520,1050,2100,2,3.5,5,9.5,18.5
"Ub","Smederevo",190,380,570,1140,2280,2.5,3.5,5,10,20
"Ub","Požarevac",190,390,580,1170,2330,2.5,4,5.5,10.5,20.5
"Ub","Velika Plana",270,550,820,1640,3280,3,5,7.5,14.5,29
"Ub","Markovac",300,610,910,1830,3660,3,5.5,8,16,32
"Ub","Lapovo",320,650,970,1930,3870,3.5,6,8.5,17,34
"Ub","Batočina",330,670,1000,2000,3990,3.5,6,9,17.5,35
"Ub","Jagodina",390,790,1180,2350,4710,4,7,10.5,20.5,41
"Ub","Ćuprija",420,860,1280,2570,5140,4,8,11.5,22.5,44.5
"Ub","Paraćin",450,920,1370,2740,5490,4.5,8.5,12,24,47.5
"Ub","Ćićevac",500,1010,1510,3010,6020,5,9,13.5,26,52
"Ub","Ražanj",520,1050,1580,3150,6300,5,9.5,14,27.5,54.5
"Ub","Aleksinački Rudnici",580,1170,1750,3500,6990,5.5,10.5,15.5,30.5,60.5
"Ub","Aleksinac",590,1200,1790,3580,7150,5.5,10.5,15.5,31,62
"Ub","Niš jug",660,1330,1990,3980,7960,6.5,12,17.5,34.5,68.5
"Ub","Doljevac",700,1420,2120,4250,8500,7,13,19,37,73.5
"Ub","Brestovac",720,1450,2170,4350,8690,7.5,13.5,19.5,38,75
"Ub","Leskovac centar",740,1490,2230,4470,8930,7.5,13.5,20,39,77
"Ub","Leskovac jug",780,1580,2360,4730,9460,8,14.5,21,41,81.5
"Ub","Grdelica",820,1640,2460,4910,9830,8,15,22,42.5,84.5
